Source,Target,Type,Id,Label,Weight
339,318,Directed,1080,,1
339,332,Directed,1071,,1
339,337,Directed,1072,,1
339,343,Directed,1087,,1
341,5,Directed,6554,,1
341,19,Directed,6551,,1
341,20,Directed,6553,,1
341,59,Directed,6550,,1
341,96,Directed,6559,,1
341,106,Directed,6552,,1
341,157,Directed,6558,,1
341,199,Directed,6555,,1
341,321,Directed,6557,,1
341,334,Directed,6556,,1
342,5,Directed,1063,,1
342,68,Directed,1064,,1
342,69,Directed,1065,,1
342,77,Directed,1062,,1
342,123,Directed,1059,,1
342,131,Directed,1055,,1
342,302,Directed,1057,,1
342,303,Directed,1056,,1
342,309,Directed,1061,,1
342,311,Directed,1060,,1
342,339,Directed,1058,,1
343,5,Directed,6570,,1
343,19,Directed,6567,,1
343,20,Directed,6569,,1
343,42,Directed,6565,,1
343,43,Directed,6568,,1
343,62,Directed,6566,,1
343,199,Directed,6571,,1
343,329,Directed,6564,,1
344,5,Directed,1995,,1
344,7,Directed,1996,,1
344,12,Directed,1993,,1
344,33,Directed,1987,,1
344,37,Directed,1989,,1
344,38,Directed,1990,,1
344,54,Directed,1994,,1
344,96,Directed,1997,,1
344,487,Directed,1988,,1
344,488,Directed,1991,,1
344,489,Directed,1992,,1
345,3,Directed,2104,,1
345,5,Directed,2107,,1
345,124,Directed,2106,,1
345,344,Directed,2105,,1
346,5,Directed,1248,,1
346,59,Directed,1247,,1
347,5,Directed,1249,,1
348,5,Directed,1250,,1
349,123,Directed,1141,,1
349,350,Directed,1142,,1
350,5,Directed,1276,,1
350,324,Directed,1275,,1
351,123,Directed,1143,,1
351,352,Directed,1144,,1
352,5,Directed,1279,,1
352,318,Directed,1278,,1
352,350,Directed,1277,,1
353,19,Directed,1153,,1
353,122,Directed,1145,,1
353,123,Directed,1150,,1
353,220,Directed,1147,,1
353,308,Directed,1148,,1
353,347,Directed,1149,,1
353,350,Directed,1151,,1
353,354,Directed,1146,,1
353,355,Directed,1152,,1
354,122,Directed,1154,,1
354,353,Directed,1155,,1
354,356,Directed,1156,,1
355,20,Directed,1296,,1
355,77,Directed,1295,,1
355,84,Directed,1294,,1
355,122,Directed,1286,,1
355,123,Directed,1290,,1
355,124,Directed,1292,,1
355,220,Directed,1287,,1
355,308,Directed,1289,,1
355,309,Directed,1293,,1
355,350,Directed,1291,,1
355,359,Directed,1288,,1
356,5,Directed,7534,,1
356,108,Directed,7533,,1
357,96,Directed,1159,,1
357,122,Directed,1157,,1
357,356,Directed,1158,,1
358,7,Directed,1169,,1
358,20,Directed,1168,,1
358,96,Directed,1170,,1
358,122,Directed,1160,,1
358,123,Directed,1164,,1
358,124,Directed,1166,,1
358,308,Directed,1163,,1
358,309,Directed,1167,,1
358,350,Directed,1165,,1
358,357,Directed,1161,,1
358,359,Directed,1162,,1
359,19,Directed,1206,,1
359,356,Directed,1207,,1
360,123,Directed,1173,,1
360,308,Directed,1171,,1
360,347,Directed,1172,,1
360,350,Directed,1174,,1
361,123,Directed,1177,,1
361,308,Directed,1175,,1
361,348,Directed,1176,,1
361,352,Directed,1178,,1
362,20,Directed,1189,,1
362,77,Directed,1188,,1
362,84,Directed,1187,,1
362,122,Directed,1179,,1
362,123,Directed,1183,,1
362,124,Directed,1185,,1
362,308,Directed,1182,,1
362,309,Directed,1186,,1
362,350,Directed,1184,,1
362,359,Directed,1181,,1
362,363,Directed,1180,,1
363,122,Directed,1190,,1
363,356,Directed,1192,,1
363,362,Directed,1191,,1
364,123,Directed,1196,,1
364,350,Directed,1197,,1
365,123,Directed,1198,,1
365,352,Directed,1199,,1
366,122,Directed,1200,,1
366,355,Directed,1202,,1
366,367,Directed,1201,,1
367,122,Directed,1203,,1
367,356,Directed,1205,,1
367,366,Directed,1204,,1
368,74,Directed,1209,,1
368,122,Directed,1208,,1
369,5,Directed,1225,,1
369,108,Directed,1224,,1
370,123,Directed,1228,,1
370,308,Directed,1226,,1
370,347,Directed,1227,,1
370,350,Directed,1229,,1
371,123,Directed,1232,,1
371,308,Directed,1230,,1
371,348,Directed,1231,,1
371,352,Directed,1233,,1
372,20,Directed,1243,,1
372,77,Directed,1242,,1
372,84,Directed,1241,,1
372,122,Directed,1234,,1
372,123,Directed,1237,,1
372,124,Directed,1239,,1
372,308,Directed,1236,,1
372,309,Directed,1240,,1
372,350,Directed,1238,,1
372,373,Directed,1235,,1
373,122,Directed,1244,,1
373,356,Directed,1246,,1
373,372,Directed,1245,,1
374,123,Directed,1256,,1
374,308,Directed,1254,,1
374,347,Directed,1255,,1
374,350,Directed,1257,,1
375,123,Directed,1260,,1
375,308,Directed,1258,,1
375,348,Directed,1259,,1
375,352,Directed,1261,,1
376,20,Directed,1271,,1
376,77,Directed,1270,,1
376,84,Directed,1269,,1
376,122,Directed,1262,,1
376,123,Directed,1266,,1
376,124,Directed,1267,,1
376,308,Directed,1264,,1
376,309,Directed,1268,,1
376,359,Directed,1263,,1
376,377,Directed,1265,,1
377,122,Directed,1272,,1
377,356,Directed,1274,,1
377,376,Directed,1273,,1
378,122,Directed,1297,,1
378,123,Directed,1298,,1
378,356,Directed,1299,,1
379,123,Directed,1300,,1
379,350,Directed,1301,,1
380,123,Directed,1302,,1
380,352,Directed,1303,,1
381,122,Directed,1304,,1
381,355,Directed,1305,,1
381,382,Directed,1306,,1
382,122,Directed,1307,,1
382,356,Directed,1309,,1
382,381,Directed,1308,,1
383,17,Directed,1314,,1
383,120,Directed,1310,,1
383,122,Directed,1311,,1
383,125,Directed,1316,,1
383,286,Directed,1317,,1
383,308,Directed,1313,,1
383,346,Directed,1312,,1
383,384,Directed,1315,,1
384,5,Directed,1615,,1
384,17,Directed,1606,,1
384,19,Directed,1613,,1
384,20,Directed,1614,,1
384,62,Directed,1612,,1
384,109,Directed,1605,,1
384,125,Directed,1608,,1
384,126,Directed,1611,,1
384,402,Directed,1616,,1
384,424,Directed,1609,,1
384,435,Directed,1607,,1
384,436,Directed,1610,,1
385,17,Directed,1323,,1
385,18,Directed,1325,,1
385,106,Directed,1326,,1
385,120,Directed,1318,,1
385,122,Directed,1319,,1
385,123,Directed,1321,,1
385,124,Directed,1324,,1
385,308,Directed,1320,,1
385,383,Directed,1322,,1
386,3,Directed,1489,,1
386,5,Directed,1505,,1
386,17,Directed,1490,,1
386,19,Directed,1503,,1
386,20,Directed,1504,,1
386,41,Directed,1500,,1
386,89,Directed,1486,,1
386,95,Directed,1506,,1
386,96,Directed,1507,,1
386,109,Directed,1485,,1
386,124,Directed,1501,,1
386,125,Directed,1496,,1
386,126,Directed,1499,,1
386,171,Directed,1502,,1
386,311,Directed,1487,,1
386,315,Directed,1488,,1
386,384,Directed,1493,,1
386,410,Directed,1494,,1
386,411,Directed,1497,,1
386,416,Directed,1492,,1
386,424,Directed,1498,,1
386,427,Directed,1491,,1
386,428,Directed,1495,,1
387,17,Directed,1511,,1
387,18,Directed,1512,,1
387,123,Directed,1509,,1
387,308,Directed,1508,,1
387,386,Directed,1510,,1
388,5,Directed,1758,,1
388,18,Directed,1756,,1
388,20,Directed,1757,,1
388,96,Directed,1759,,1
388,449,Directed,1755,,1
389,5,Directed,1793,,1
389,17,Directed,1787,,1
389,20,Directed,1792,,1
389,96,Directed,1794,,1
389,124,Directed,1791,,1
389,125,Directed,1788,,1
389,126,Directed,1790,,1
389,424,Directed,1789,,1
390,5,Directed,2200,,1
390,19,Directed,2197,,1
390,20,Directed,2198,,1
390,68,Directed,2201,,1
390,286,Directed,2199,,1
391,27,Directed,1346,,1
391,89,Directed,1347,,1
392,27,Directed,1348,,1
392,89,Directed,1349,,1
393,27,Directed,1350,,1
393,40,Directed,1352,,1
393,89,Directed,1351,,1
394,27,Directed,1353,,1
394,40,Directed,1355,,1
394,89,Directed,1354,,1
395,27,Directed,1356,,1
395,40,Directed,1358,,1
395,89,Directed,1357,,1
396,27,Directed,1359,,1
396,89,Directed,1360,,1
397,27,Directed,1361,,1
397,89,Directed,1362,,1
398,27,Directed,1363,,1
398,40,Directed,1365,,1
398,89,Directed,1364,,1
399,90,Directed,1366,,1
400,82,Directed,1367,,1
400,83,Directed,1368,,1
401,5,Directed,1383,,1
401,17,Directed,1380,,1
401,90,Directed,1379,,1
401,124,Directed,1381,,1
401,137,Directed,1382,,1
401,221,Directed,1377,,1
401,399,Directed,1378,,1
401,402,Directed,1384,,1
402,5,Directed,4089,,1
402,108,Directed,4088,,1
403,41,Directed,2129,,1
403,76,Directed,2126,,1
403,122,Directed,2125,,1
403,123,Directed,2128,,1
403,124,Directed,2130,,1
403,308,Directed,2127,,1
403,319,Directed,2131,,1
404,20,Directed,1412,,1
404,77,Directed,1411,,1
404,80,Directed,1409,,1
404,84,Directed,1410,,1
405,5,Directed,1422,,1
405,9,Directed,1415,,1
405,19,Directed,1420,,1
405,20,Directed,1421,,1
405,27,Directed,1413,,1
405,41,Directed,1418,,1
405,79,Directed,1414,,1
405,80,Directed,1417,,1
405,95,Directed,1423,,1
405,124,Directed,1419,,1
405,404,Directed,1416,,1
406,5,Directed,1429,,1
406,9,Directed,1426,,1
406,19,Directed,1428,,1
406,27,Directed,1424,,1
406,79,Directed,1425,,1
406,80,Directed,1427,,1
407,17,Directed,1440,,1
407,18,Directed,1447,,1
407,19,Directed,1448,,1
407,20,Directed,1451,,1
407,77,Directed,1449,,1
407,106,Directed,1450,,1
407,122,Directed,1434,,1
407,123,Directed,1436,,1
407,124,Directed,1446,,1
407,125,Directed,1443,,1
407,126,Directed,1445,,1
407,308,Directed,1435,,1
407,311,Directed,1437,,1
407,386,Directed,1438,,1
407,408,Directed,1439,,1
407,409,Directed,1441,,1
407,410,Directed,1442,,1
407,411,Directed,1444,,1
408,17,Directed,1527,,1
408,18,Directed,1534,,1
408,19,Directed,1535,,1
408,20,Directed,1537,,1
408,41,Directed,1533,,1
408,106,Directed,1536,,1
408,109,Directed,1520,,1
408,110,Directed,1521,,1
408,111,Directed,1522,,1
408,123,Directed,1524,,1
408,125,Directed,1530,,1
408,126,Directed,1532,,1
408,308,Directed,1523,,1
408,311,Directed,1525,,1
408,386,Directed,1526,,1
408,410,Directed,1529,,1
408,424,Directed,1531,,1
408,427,Directed,1528,,1
409,5,Directed,1631,,1
409,108,Directed,1630,,1
410,5,Directed,1642,,1
410,17,Directed,1633,,1
410,19,Directed,1640,,1
410,20,Directed,1641,,1
410,125,Directed,1637,,1
410,126,Directed,1639,,1
410,384,Directed,1635,,1
410,386,Directed,1632,,1
410,402,Directed,1643,,1
410,416,Directed,1634,,1
410,424,Directed,1638,,1
410,439,Directed,1636,,1
410,440,Directed,1644,,1
411,5,Directed,1713,,1
411,108,Directed,1712,,1
412,17,Directed,1452,,1
412,20,Directed,1454,,1
412,413,Directed,1453,,1
413,5,Directed,1799,,1
413,17,Directed,1795,,1
413,19,Directed,1797,,1
413,20,Directed,1798,,1
413,95,Directed,1800,,1
413,426,Directed,1796,,1
414,18,Directed,1459,,1
414,19,Directed,1460,,1
414,123,Directed,1456,,1
414,125,Directed,1457,,1
414,126,Directed,1458,,1
414,308,Directed,1455,,1
415,19,Directed,1472,,1
415,20,Directed,1473,,1
415,171,Directed,1471,,1
415,411,Directed,1469,,1
415,416,Directed,1461,,1
415,417,Directed,1462,,1
415,418,Directed,1463,,1
415,419,Directed,1464,,1
415,420,Directed,1465,,1
415,421,Directed,1466,,1
415,422,Directed,1467,,1
415,423,Directed,1468,,1
415,424,Directed,1470,,1
416,19,Directed,1574,,1
416,20,Directed,1575,,1
416,171,Directed,1573,,1
416,411,Directed,1571,,1
416,417,Directed,1564,,1
416,418,Directed,1565,,1
416,419,Directed,1566,,1
416,420,Directed,1567,,1
416,421,Directed,1568,,1
416,422,Directed,1569,,1
416,423,Directed,1570,,1
416,424,Directed,1572,,1
417,19,Directed,1599,,1
417,20,Directed,1600,,1
417,171,Directed,1598,,1
418,417,Directed,1594,,1
419,417,Directed,1595,,1
420,417,Directed,1596,,1
421,417,Directed,1597,,1
422,417,Directed,1601,,1
423,19,Directed,1603,,1
423,106,Directed,1604,,1
423,417,Directed,1602,,1
424,19,Directed,1819,,1
424,20,Directed,1820,,1
424,417,Directed,1818,,1
425,17,Directed,1475,,1
425,19,Directed,1482,,1
425,77,Directed,1483,,1
425,106,Directed,1484,,1
425,126,Directed,1481,,1
425,384,Directed,1478,,1
425,386,Directed,1474,,1
425,410,Directed,1480,,1
425,418,Directed,1476,,1
425,421,Directed,1477,,1
425,426,Directed,1479,,1
426,5,Directed,1627,,1
426,17,Directed,1623,,1
426,20,Directed,1626,,1
426,77,Directed,1625,,1
426,84,Directed,1624,,1
426,95,Directed,1628,,1
427,17,Directed,1554,,1
427,19,Directed,1561,,1
427,20,Directed,1562,,1
427,109,Directed,1552,,1
427,110,Directed,1553,,1
427,125,Directed,1558,,1
427,126,Directed,1560,,1
427,402,Directed,1563,,1
427,416,Directed,1555,,1
427,417,Directed,1556,,1
427,424,Directed,1559,,1
427,428,Directed,1557,,1
428,19,Directed,1711,,1
428,416,Directed,1709,,1
428,424,Directed,1710,,1
429,171,Directed,1516,,1
429,430,Directed,1515,,1
430,19,Directed,1673,,1
430,20,Directed,1674,,1
432,17,Directed,1581,,1
432,18,Directed,1587,,1
432,19,Directed,1588,,1
432,106,Directed,1589,,1
432,123,Directed,1577,,1
432,125,Directed,1585,,1
432,126,Directed,1586,,1
432,308,Directed,1576,,1
432,311,Directed,1578,,1
432,386,Directed,1579,,1
432,408,Directed,1580,,1
432,409,Directed,1582,,1
432,410,Directed,1583,,1
432,433,Directed,1584,,1
433,19,Directed,1655,,1
433,20,Directed,1657,,1
433,77,Directed,1656,,1
433,84,Directed,1654,,1
434,17,Directed,1590,,1
434,95,Directed,1593,,1
434,124,Directed,1592,,1
434,426,Directed,1591,,1
435,5,Directed,1702,,1
435,17,Directed,1696,,1
435,19,Directed,1700,,1
435,20,Directed,1701,,1
435,109,Directed,1695,,1
435,126,Directed,1699,,1
435,424,Directed,1697,,1
435,436,Directed,1698,,1
436,19,Directed,1830,,1
436,20,Directed,1831,,1
436,171,Directed,1829,,1
436,411,Directed,1827,,1
436,417,Directed,1823,,1
436,418,Directed,1824,,1
436,421,Directed,1825,,1
436,423,Directed,1826,,1
436,424,Directed,1828,,1
437,95,Directed,1620,,1
437,147,Directed,1619,,1
437,426,Directed,1618,,1
437,438,Directed,1617,,1
438,17,Directed,1621,,1
438,95,Directed,1622,,1
439,19,Directed,1693,,1
439,20,Directed,1694,,1
439,171,Directed,1692,,1
439,411,Directed,1690,,1
439,417,Directed,1686,,1
439,418,Directed,1687,,1
439,421,Directed,1688,,1
439,423,Directed,1689,,1
439,424,Directed,1691,,1
440,5,Directed,4116,,1
440,12,Directed,4105,,1
440,19,Directed,4112,,1
440,20,Directed,4115,,1
440,54,Directed,4107,,1
440,86,Directed,4113,,1
440,94,Directed,4109,,1
440,175,Directed,4114,,1
440,199,Directed,4117,,1
440,683,Directed,4120,,1
440,685,Directed,4106,,1
440,686,Directed,4108,,1
440,706,Directed,4110,,1
440,744,Directed,4111,,1
440,832,Directed,4118,,1
440,833,Directed,4119,,1
441,17,Directed,1663,,1
441,18,Directed,1671,,1
441,19,Directed,1672,,1
441,123,Directed,1659,,1
441,125,Directed,1668,,1
441,126,Directed,1670,,1
441,308,Directed,1658,,1
441,386,Directed,1660,,1
441,408,Directed,1662,,1
441,410,Directed,1666,,1
441,417,Directed,1665,,1
441,427,Directed,1664,,1
441,429,Directed,1661,,1
441,430,Directed,1667,,1
441,442,Directed,1669,,1
442,171,Directed,1822,,1
442,430,Directed,1821,,1
443,3,Directed,1675,,1
443,20,Directed,1677,,1
443,146,Directed,1676,,1
444,7,Directed,1683,,1
444,17,Directed,1678,,1
444,20,Directed,1682,,1
444,59,Directed,1681,,1
444,95,Directed,1684,,1
444,96,Directed,1685,,1
444,147,Directed,1680,,1
444,438,Directed,1679,,1
445,3,Directed,1703,,1
445,17,Directed,1704,,1
445,20,Directed,1707,,1
445,95,Directed,1708,,1
445,147,Directed,1706,,1
445,438,Directed,1705,,1
446,18,Directed,1735,,1
446,123,Directed,1732,,1
446,125,Directed,1733,,1
446,126,Directed,1734,,1
446,308,Directed,1731,,1
447,5,Directed,1741,,1
447,20,Directed,1740,,1
447,123,Directed,1736,,1
447,389,Directed,1739,,1
447,448,Directed,1737,,1
447,449,Directed,1738,,1
448,20,Directed,1752,,1
448,43,Directed,1750,,1
448,55,Directed,1743,,1
448,56,Directed,1746,,1
448,59,Directed,1748,,1
448,61,Directed,1745,,1
448,96,Directed,1754,,1
448,318,Directed,1749,,1
448,324,Directed,1747,,1
448,389,Directed,1742,,1
448,450,Directed,1744,,1
448,451,Directed,1751,,1
448,452,Directed,1753,,1
449,18,Directed,1782,,1
449,20,Directed,1783,,1
449,122,Directed,1781,,1
450,5,Directed,3589,,1
450,20,Directed,3588,,1
450,56,Directed,3585,,1
450,86,Directed,3586,,1
450,175,Directed,3587,,1
451,5,Directed,3752,,1
451,19,Directed,3747,,1
451,20,Directed,3751,,1
451,56,Directed,3746,,1
451,86,Directed,3749,,1
451,106,Directed,3748,,1
451,175,Directed,3750,,1
451,199,Directed,3753,,1
451,773,Directed,3754,,1
452,5,Directed,3941,,1
452,20,Directed,3940,,1
452,56,Directed,3937,,1
452,86,Directed,3938,,1
452,175,Directed,3939,,1
453,5,Directed,1768,,1
453,18,Directed,1765,,1
453,20,Directed,1767,,1
453,96,Directed,1769,,1
453,122,Directed,1760,,1
453,123,Directed,1761,,1
453,171,Directed,1766,,1
453,389,Directed,1764,,1
453,448,Directed,1762,,1
453,449,Directed,1763,,1
454,7,Directed,1779,,1
454,17,Directed,1770,,1
454,96,Directed,1780,,1
454,125,Directed,1774,,1
454,147,Directed,1773,,1
454,172,Directed,1778,,1
454,389,Directed,1776,,1
454,417,Directed,1771,,1
454,424,Directed,1777,,1
454,438,Directed,1772,,1
454,449,Directed,1775,,1
455,18,Directed,1786,,1
455,389,Directed,1785,,1
455,448,Directed,1784,,1
456,17,Directed,1806,,1
456,18,Directed,1813,,1
456,19,Directed,1814,,1
456,123,Directed,1802,,1
456,125,Directed,1809,,1
456,126,Directed,1812,,1
456,308,Directed,1801,,1
456,386,Directed,1803,,1
456,408,Directed,1805,,1
456,410,Directed,1807,,1
456,424,Directed,1810,,1
456,429,Directed,1804,,1
456,441,Directed,1808,,1
456,442,Directed,1811,,1
457,17,Directed,1815,,1
457,410,Directed,1817,,1
457,426,Directed,1816,,1
458,41,Directed,1848,,1
458,125,Directed,1846,,1
458,126,Directed,1847,,1
459,5,Directed,3597,,1
459,20,Directed,3596,,1
459,106,Directed,3595,,1
460,5,Directed,1861,,1
460,459,Directed,1860,,1
461,5,Directed,1865,,1
461,137,Directed,1864,,1
461,149,Directed,1863,,1
461,272,Directed,1862,,1
461,273,Directed,1866,,1
462,3,Directed,1867,,1
462,5,Directed,1868,,1
462,14,Directed,1869,,1
463,14,Directed,1874,,1
463,20,Directed,1873,,1
463,24,Directed,1870,,1
463,124,Directed,1871,,1
463,459,Directed,1872,,1
464,5,Directed,1881,,1
464,21,Directed,1880,,1
465,5,Directed,1883,,1
465,21,Directed,1882,,1
466,5,Directed,1885,,1
466,21,Directed,1884,,1
467,5,Directed,1890,,1
467,19,Directed,1887,,1
467,20,Directed,1889,,1
467,77,Directed,1888,,1
467,84,Directed,1886,,1
468,5,Directed,1892,,1
468,21,Directed,1891,,1
469,5,Directed,1894,,1
469,21,Directed,1893,,1
470,5,Directed,1896,,1
470,8,Directed,1897,,1
470,27,Directed,1895,,1
470,207,Directed,1898,,1
471,5,Directed,3010,,1
471,59,Directed,3009,,1
471,564,Directed,3008,,1
472,5,Directed,3078,,1
472,8,Directed,3081,,1
472,12,Directed,3072,,1
472,20,Directed,3077,,1
472,43,Directed,3075,,1
472,54,Directed,3073,,1
472,55,Directed,3074,,1
472,95,Directed,3080,,1
472,96,Directed,3083,,1
472,106,Directed,3076,,1
472,195,Directed,3082,,1
472,206,Directed,3079,,1
472,471,Directed,3070,,1
472,564,Directed,3069,,1
472,655,Directed,3071,,1
473,5,Directed,3927,,1
473,20,Directed,3924,,1
473,56,Directed,3921,,1
473,70,Directed,3936,,1
473,106,Directed,3923,,1
473,172,Directed,3928,,1
473,188,Directed,3922,,1
473,204,Directed,3918,,1
473,265,Directed,3929,,1
473,320,Directed,3926,,1
473,677,Directed,3919,,1
473,687,Directed,3933,,1
473,689,Directed,3920,,1
473,760,Directed,3932,,1
473,800,Directed,3925,,1
473,801,Directed,3930,,1
473,802,Directed,3931,,1
473,803,Directed,3934,,1
473,804,Directed,3935,,1
474,5,Directed,1930,,1
474,27,Directed,1929,,1
475,33,Directed,1931,,1
476,33,Directed,1932,,1
477,5,Directed,1933,,1
478,5,Directed,1938,,1
478,12,Directed,1936,,1
478,19,Directed,1937,,1
478,27,Directed,1934,,1
478,479,Directed,1935,,1
479,5,Directed,2108,,1
480,9,Directed,1941,,1
480,20,Directed,1942,,1
480,27,Directed,1939,,1
480,79,Directed,1940,,1
481,5,Directed,1946,,1
481,9,Directed,1945,,1
481,27,Directed,1943,,1
481,79,Directed,1944,,1
482,9,Directed,1958,,1
482,14,Directed,1963,,1
482,41,Directed,1961,,1
482,120,Directed,1956,,1
482,124,Directed,1962,,1
482,130,Directed,1957,,1
482,131,Directed,1959,,1
482,132,Directed,1960,,1
483,30,Directed,1964,,1
483,32,Directed,1965,,1
483,41,Directed,1966,,1
484,5,Directed,2110,,1
484,9,Directed,2109,,1
485,20,Directed,1981,,1
486,3,Directed,1983,,1
486,20,Directed,1986,,1
486,27,Directed,1982,,1
486,443,Directed,1984,,1
486,485,Directed,1985,,1
487,5,Directed,2044,,1
487,7,Directed,2045,,1
487,12,Directed,2041,,1
487,19,Directed,2043,,1
487,33,Directed,2036,,1
487,37,Directed,2037,,1
487,38,Directed,2038,,1
487,54,Directed,2042,,1
487,96,Directed,2046,,1
487,488,Directed,2039,,1
487,495,Directed,2040,,1
488,5,Directed,2048,,1
488,20,Directed,2047,,1
489,487,Directed,2111,,1
490,5,Directed,2006,,1
490,9,Directed,2001,,1
490,14,Directed,2007,,1
490,27,Directed,1999,,1
490,41,Directed,2004,,1
490,120,Directed,1998,,1
490,124,Directed,2005,,1
490,130,Directed,2000,,1
490,131,Directed,2002,,1
490,132,Directed,2003,,1
492,29,Directed,2017,,1
492,37,Directed,2019,,1
492,131,Directed,2018,,1
493,5,Directed,2023,,1
493,30,Directed,2020,,1
493,43,Directed,2021,,1
493,86,Directed,2022,,1
494,5,Directed,2112,,1
495,38,Directed,2113,,1
496,5,Directed,2050,,1
496,21,Directed,2049,,1
497,5,Directed,2055,,1
497,19,Directed,2052,,1
497,20,Directed,2054,,1
497,77,Directed,2053,,1
497,84,Directed,2051,,1
498,5,Directed,2057,,1
498,21,Directed,2056,,1
499,5,Directed,2059,,1
499,21,Directed,2058,,1
500,5,Directed,2061,,1
500,21,Directed,2060,,1
501,5,Directed,2063,,1
501,21,Directed,2062,,1
502,17,Directed,2064,,1
502,125,Directed,2065,,1
503,17,Directed,2068,,1
503,18,Directed,2070,,1
503,122,Directed,2066,,1
503,123,Directed,2067,,1
503,124,Directed,2069,,1
504,19,Directed,2103,,1
504,27,Directed,2100,,1
504,31,Directed,2101,,1
504,505,Directed,2102,,1
505,253,Directed,2116,,1
506,29,Directed,2114,,1
507,124,Directed,2115,,1
508,5,Directed,2118,,1
508,9,Directed,2117,,1
509,5,Directed,2120,,1
509,124,Directed,2119,,1
510,9,Directed,2121,,1
511,76,Directed,2133,,1
511,122,Directed,2132,,1
512,106,Directed,2145,,1
512,513,Directed,2144,,1
513,19,Directed,2155,,1
513,20,Directed,2157,,1
513,77,Directed,2156,,1
513,84,Directed,2154,,1
513,518,Directed,2153,,1
514,96,Directed,2148,,1
514,106,Directed,2147,,1
514,513,Directed,2146,,1
515,516,Directed,2149,,1
516,9,Directed,2150,,1
516,89,Directed,2151,,1
517,513,Directed,2152,,1
518,20,Directed,2160,,1
518,84,Directed,2159,,1
518,123,Directed,2158,,1
519,89,Directed,2161,,1
519,513,Directed,2162,,1
520,5,Directed,2164,,1
520,521,Directed,2163,,1
521,5,Directed,2166,,1
521,59,Directed,2165,,1
522,523,Directed,2167,,1
523,5,Directed,2180,,1
523,20,Directed,2178,,1
523,22,Directed,2171,,1
523,64,Directed,2175,,1
523,65,Directed,2176,,1
523,106,Directed,2177,,1
523,189,Directed,2174,,1
523,473,Directed,2179,,1
523,513,Directed,2172,,1
523,521,Directed,2173,,1
524,118,Directed,2169,,1
524,266,Directed,2170,,1
524,521,Directed,2168,,1
525,20,Directed,7010,,1
526,5,Directed,2216,,1
526,19,Directed,2211,,1
526,58,Directed,2202,,1
526,120,Directed,2203,,1
526,124,Directed,2209,,1
526,126,Directed,2208,,1
526,152,Directed,2210,,1
526,215,Directed,2213,,1
526,285,Directed,2214,,1
526,384,Directed,2207,,1
526,386,Directed,2205,,1
526,401,Directed,2204,,1
526,421,Directed,2206,,1
526,473,Directed,2215,,1
526,527,Directed,2212,,1
527,5,Directed,3719,,1
527,19,Directed,3718,,1
528,43,Directed,2217,,1
528,86,Directed,2218,,1
529,5,Directed,2229,,1
529,12,Directed,2223,,1
529,19,Directed,2226,,1
529,20,Directed,2228,,1
529,24,Directed,2219,,1
529,27,Directed,2220,,1
529,31,Directed,2221,,1
529,43,Directed,2227,,1
529,54,Directed,2224,,1
529,56,Directed,2225,,1
529,57,Directed,2230,,1
529,530,Directed,2222,,1
531,5,Directed,2237,,1
531,22,Directed,2231,,1
531,31,Directed,2232,,1
531,55,Directed,2236,,1
531,254,Directed,2233,,1
531,505,Directed,2234,,1
531,532,Directed,2235,,1
532,5,Directed,2257,,1
532,9,Directed,2242,,1
532,11,Directed,2246,,1
532,12,Directed,2252,,1
532,19,Directed,2254,,1
532,20,Directed,2256,,1
532,22,Directed,2238,,1
532,27,Directed,2240,,1
532,40,Directed,2248,,1
532,41,Directed,2250,,1
532,51,Directed,2243,,1
532,54,Directed,2253,,1
532,78,Directed,2239,,1
532,79,Directed,2241,,1
532,80,Directed,2245,,1
532,89,Directed,2244,,1
532,106,Directed,2255,,1
532,504,Directed,2247,,1
532,505,Directed,2249,,1
532,531,Directed,2251,,1
533,19,Directed,2261,,1
533,27,Directed,2258,,1
533,31,Directed,2259,,1
533,505,Directed,2260,,1
534,5,Directed,2284,,1
534,17,Directed,2281,,1
534,18,Directed,2283,,1
534,120,Directed,2277,,1
534,121,Directed,2278,,1
534,122,Directed,2279,,1
534,123,Directed,2280,,1
534,124,Directed,2282,,1
535,5,Directed,2290,,1
535,9,Directed,2285,,1
535,12,Directed,2288,,1
535,19,Directed,2289,,1
535,158,Directed,2291,,1
535,508,Directed,2286,,1
535,536,Directed,2287,,1
535,537,Directed,2292,,1
536,5,Directed,2316,,1
536,12,Directed,2308,,1
536,19,Directed,2312,,1
536,20,Directed,2313,,1
536,24,Directed,2299,,1
536,27,Directed,2301,,1
536,41,Directed,2305,,1
536,52,Directed,2302,,1
536,54,Directed,2309,,1
536,56,Directed,2310,,1
536,57,Directed,2317,,1
536,59,Directed,2311,,1
536,120,Directed,2300,,1
536,124,Directed,2306,,1
536,145,Directed,2303,,1
536,152,Directed,2307,,1
536,320,Directed,2314,,1
536,473,Directed,2315,,1
536,509,Directed,2304,,1
537,12,Directed,7888,,1
537,20,Directed,7892,,1
537,54,Directed,7889,,1
537,77,Directed,7891,,1
537,84,Directed,7890,,1
537,610,Directed,7894,,1
537,1325,Directed,7893,,1
538,5,Directed,2297,,1
538,41,Directed,2294,,1
538,43,Directed,2296,,1
538,52,Directed,2293,,1
538,124,Directed,2295,,1
538,327,Directed,2298,,1
539,5,Directed,2328,,1
539,9,Directed,2319,,1
539,12,Directed,2323,,1
